##Databases: BioCyc, Gene Ontology, KEGG DISEASE, OMIM, NHGRI GWAS Catalog, PANTHER, Gene Ontology Slim, Reactome, KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
fat-soluble vitamin metabolic process	Gene Ontology Slim	GO:0006775	2	538	0.700864610877	0.849391417929	IFNG|NFKB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006775
interferon-beta biosynthetic process	Gene Ontology	GO:0045350	1	266	0.701394409904	0.849743278779	TBK1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045350
interferon-beta biosynthetic process	Gene Ontology Slim	GO:0045350	1	266	0.701394409904	0.849743278779	TBK1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045350
actin polymerization or depolymerization	Gene Ontology	GO:0008154	2	539	0.701829234438	0.849979876589	ARF1|ICAM1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008154
actin polymerization or depolymerization	Gene Ontology Slim	GO:0008154	2	539	0.701829234438	0.849979876589	ARF1|ICAM1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008154
extracellular matrix disassembly	Gene Ontology	GO:0022617	1	269	0.705431705099	0.854051315436	FURIN	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022617
extracellular matrix disassembly	Gene Ontology Slim	GO:0022617	1	269	0.705431705099	0.854051315436	FURIN	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022617
lymphocyte migration	Gene Ontology	GO:0072676	3	806	0.707878970082	0.856721870851	ADAM17|CCL5|CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0072676
lymphocyte migration	Gene Ontology Slim	GO:0072676	3	806	0.707878970082	0.856721870851	ADAM17|CCL5|CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0072676
regulation of tissue remodeling	Gene Ontology	GO:0034103	1	272	0.709414625245	0.858287690993	CST3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034103
regulation of tissue remodeling	Gene Ontology Slim	GO:0034103	1	272	0.709414625245	0.858287690993	CST3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034103
lymphocyte activation involved in immune response	Gene Ontology	GO:0002285	3	809	0.710230408962	0.858981801705	IL6|IFNA2|CD40LG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002285
lymphocyte activation involved in immune response	Gene Ontology Slim	GO:0002285	3	809	0.710230408962	0.858981801705	IL6|IFNA2|CD40LG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002285
osteoclast differentiation	Gene Ontology	GO:0030316	1	273	0.710730308316	0.859293526085	IFNG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030316
osteoclast differentiation	Gene Ontology Slim	GO:0030316	1	273	0.710730308316	0.859293526085	IFNG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030316
positive regulation of CD4-positive, alpha-beta T cell activation	Gene Ontology	GO:2000516	1	274	0.712040057626	0.860583836678	IFNG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2000516
positive regulation of CD4-positive, alpha-beta T cell activation	Gene Ontology Slim	GO:2000516	1	274	0.712040057626	0.860583836678	IFNG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2000516
positive regulation of T cell activation	Gene Ontology	GO:0050870	5	1317	0.712849758987	0.861269107853	CCL2|IL1B|CAV1|IL4|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050870
positive regulation of T cell activation	Gene Ontology Slim	GO:0050870	5	1317	0.712849758987	0.861269107853	CCL2|IL1B|CAV1|IL4|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050870
phosphatidylinositol-mediated signaling	Gene Ontology	GO:0048015	1	276	0.714641861469	0.86284676605	RHOA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048015
positive regulation of membrane protein ectodomain proteolysis	Gene Ontology	GO:0051044	1	276	0.714641861469	0.86284676605	FURIN	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051044
phosphatidylinositol-mediated signaling	Gene Ontology Slim	GO:0048015	1	276	0.714641861469	0.86284676605	RHOA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048015
positive regulation of membrane protein ectodomain proteolysis	Gene Ontology Slim	GO:0051044	1	276	0.714641861469	0.86284676605	FURIN	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051044
positive regulation of locomotion	Gene Ontology	GO:0040017	4	1070	0.714937399888	0.862909987586	ADAM10|PTGS2|IKBKAP|CCL3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0040017
positive regulation of locomotion	Gene Ontology Slim	GO:0040017	4	1070	0.714937399888	0.862909987586	ADAM10|PTGS2|IKBKAP|CCL3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0040017
regulation of T cell mediated cytotoxicity	Gene Ontology	GO:0001914	1	277	0.715933968957	0.863231970386	IL7R	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001914
response to prostaglandin	Gene Ontology	GO:0034694	1	277	0.715933968957	0.863231970386	CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034694
myoblast differentiation	Gene Ontology	GO:0045445	1	277	0.715933968957	0.863231970386	MAPK14	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045445
response to prostaglandin	Gene Ontology Slim	GO:0034694	1	277	0.715933968957	0.863231970386	CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034694
myoblast differentiation	Gene Ontology Slim	GO:0045445	1	277	0.715933968957	0.863231970386	MAPK14	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045445
regulation of T cell mediated cytotoxicity	Gene Ontology Slim	GO:0001914	1	277	0.715933968957	0.863231970386	IL7R	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001914
secretion	Gene Ontology	GO:0046903	9	2300	0.716526386202	0.863652812988	LAT2|IL10|FAM3B|KNG1|ALB|CCL5|IL6|IL2|IL1A	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046903
secretion	Gene Ontology Slim	GO:0046903	9	2300	0.716526386202	0.863652812988	LAT2|IL10|FAM3B|KNG1|ALB|CCL5|IL6|IL2|IL1A	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046903
interleukin-1 beta production	Gene Ontology	GO:0032611	2	562	0.723312016314	0.871535718129	IFNG|IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032611
interleukin-1 beta production	Gene Ontology Slim	GO:0032611	2	562	0.723312016314	0.871535718129	IFNG|IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032611
carbohydrate catabolic process	Gene Ontology	GO:0016052	1	283	0.723565141365	0.871544773977	GLB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016052
carbohydrate catabolic process	Gene Ontology Slim	GO:0016052	1	283	0.723565141365	0.871544773977	GLB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016052
extracellular matrix organization	Gene Ontology	GO:0030198	2	564	0.725117165416	0.873117835588	TNF|ICAM1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030198
extracellular matrix organization	Gene Ontology Slim	GO:0030198	2	564	0.725117165416	0.873117835588	TNF|ICAM1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030198
myeloid leukocyte activation	Gene Ontology	GO:0002274	3	831	0.727032914834	0.875093737268	IL4|TLR4|CD86	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002274
myeloid leukocyte activation	Gene Ontology Slim	GO:0002274	3	831	0.727032914834	0.875093737268	IL4|TLR4|CD86	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002274
DNA damage checkpoint	Gene Ontology	GO:0000077	1	286	0.727303800596	0.875093737268	MAPK14	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000077
DNA damage checkpoint	Gene Ontology Slim	GO:0000077	1	286	0.727303800596	0.875093737268	MAPK14	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000077
response to monosaccharide	Gene Ontology	GO:0034284	2	567	0.72780628363	0.875093737268	PTGER4|IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034284
response to monosaccharide	Gene Ontology Slim	GO:0034284	2	567	0.72780628363	0.875093737268	PTGER4|IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034284
regulation of leukocyte proliferation	Gene Ontology	GO:0070663	5	1342	0.72799118287	0.875093737268	IL18|TGFB1|IRF1|TCF3|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070663
cytoskeleton organization	Gene Ontology	GO:0007010	5	1342	0.72799118287	0.875093737268	PTGER4|TGFB1|CCL3|GAPDH|SOD1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007010
regulation of leukocyte proliferation	Gene Ontology Slim	GO:0070663	5	1342	0.72799118287	0.875093737268	IL18|TGFB1|IRF1|TCF3|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070663
cytoskeleton organization	Gene Ontology Slim	GO:0007010	5	1342	0.72799118287	0.875093737268	PTGER4|TGFB1|CCL3|GAPDH|SOD1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007010
epidermis development	Gene Ontology	GO:0008544	1	287	0.728538793863	0.875349975234	SOD1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008544
epidermis development	Gene Ontology Slim	GO:0008544	1	287	0.728538793863	0.875349975234	SOD1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008544
regulation of cytokine production involved in immune response	Gene Ontology	GO:0002718	2	568	0.728697710819	0.875349975234	IFNA2|IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002718
regulation of cytokine production involved in immune response	Gene Ontology Slim	GO:0002718	2	568	0.728697710819	0.875349975234	IFNA2|IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002718
positive regulation of lymphocyte activation	Gene Ontology	GO:0051251	5	1344	0.729177441221	0.875629830854	CD4|MYB|CD27|TLR4|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051251
positive regulation of lymphocyte activation	Gene Ontology Slim	GO:0051251	5	1344	0.729177441221	0.875629830854	CD4|MYB|CD27|TLR4|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051251
response to reactive oxygen species	Gene Ontology	GO:0000302	1	288	0.729768215896	0.876042799088	IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000302
response to reactive oxygen species	Gene Ontology Slim	GO:0000302	1	288	0.729768215896	0.876042799088	IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000302
cellular response to hydrogen peroxide	Gene Ontology	GO:0070301	1	289	0.730992091729	0.877215230809	KLF6	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070301
cellular response to hydrogen peroxide	Gene Ontology Slim	GO:0070301	1	289	0.730992091729	0.877215230809	KLF6	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070301
cell-cell signaling	Gene Ontology	GO:0007267	9	2334	0.73228063081	0.878000743058	CCL3|PTGS2|PRKCA|IL13|PSMD1|PTGER3|MAPK14|JPH4|IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007267
cell-cell signaling	Gene Ontology Slim	GO:0007267	9	2334	0.73228063081	0.878000743058	CCL3|PTGS2|PRKCA|IL13|PSMD1|PTGER3|MAPK14|JPH4|IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007267
regulation of leukocyte activation	Gene Ontology	GO:0002694	6	1599	0.732349874351	0.878000743058	TGFB1|CD40LG|TCF3|AKT1|IL6|CD209	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002694
regulation of leukocyte activation	Gene Ontology Slim	GO:0002694	6	1599	0.732349874351	0.878000743058	TGFB1|CD40LG|TCF3|AKT1|IL6|CD209	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002694
regulation of secretion	Gene Ontology	GO:0051046	8	2091	0.732388952924	0.878000743058	TGFB1|CCL3|PTGER4|KNG1|CD14|TLR4|IL1A|EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051046
regulation of secretion	Gene Ontology Slim	GO:0051046	8	2091	0.732388952924	0.878000743058	TGFB1|CCL3|PTGER4|KNG1|CD14|TLR4|IL1A|EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051046
syncytium formation	Gene Ontology	GO:0006949	1	292	0.7346306907	0.879784820435	CXCL9	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006949
syncytium formation	Gene Ontology Slim	GO:0006949	1	292	0.7346306907	0.879784820435	CXCL9	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006949
positive regulation of MAP kinase activity	Gene Ontology	GO:0043406	2	575	0.734868876362	0.879784820435	MAPK3|MAPK1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043406
organophosphate metabolic process	Gene Ontology	GO:0019637	2	575	0.734868876362	0.879784820435	BAAT|ACSBG1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019637
positive regulation of protein kinase B signaling	Gene Ontology	GO:0051897	2	575	0.734868876362	0.879784820435	HPSE|TNF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051897
organophosphate metabolic process	Gene Ontology Slim	GO:0019637	2	575	0.734868876362	0.879784820435	BAAT|ACSBG1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019637
positive regulation of protein kinase B signaling	Gene Ontology Slim	GO:0051897	2	575	0.734868876362	0.879784820435	HPSE|TNF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051897
positive regulation of MAP kinase activity	Gene Ontology Slim	GO:0043406	2	575	0.734868876362	0.879784820435	MAPK3|MAPK1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043406
regulation of T cell activation	Gene Ontology	GO:0050863	5	1357	0.736797737484	0.881776104387	GLI2|TGFB1|IFNB1|IL10|IFNA2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050863
regulation of T cell activation	Gene Ontology Slim	GO:0050863	5	1357	0.736797737484	0.881776104387	GLI2|TGFB1|IFNB1|IL10|IFNA2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050863
nucleoside metabolic process	Gene Ontology	GO:0009116	1	294	0.737029146291	0.881776104387	IMPDH1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009116
nucleoside metabolic process	Gene Ontology Slim	GO:0009116	1	294	0.737029146291	0.881776104387	IMPDH1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009116
negative regulation of leukocyte activation	Gene Ontology	GO:0002695	3	847	0.738769444016	0.883560287189	IL4|IRF1|IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002695
negative regulation of leukocyte activation	Gene Ontology Slim	GO:0002695	3	847	0.738769444016	0.883560287189	IL4|IRF1|IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002695
bone remodeling	Gene Ontology	GO:0046849	1	296	0.739406008453	0.884023659365	TGFB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046849
bone remodeling	Gene Ontology Slim	GO:0046849	1	296	0.739406008453	0.884023659365	TGFB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046849
positive regulation of acute inflammatory response	Gene Ontology	GO:0002675	2	581	0.740063326151	0.884511523357	IL6|PTGS2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002675
positive regulation of acute inflammatory response	Gene Ontology Slim	GO:0002675	2	581	0.740063326151	0.884511523357	IL6|PTGS2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002675
ribonucleoside metabolic process	Gene Ontology	GO:0009119	1	298	0.741761470835	0.886242619279	AICDA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009119
ribonucleoside metabolic process	Gene Ontology Slim	GO:0009119	1	298	0.741761470835	0.886242619279	AICDA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009119
generation of precursor metabolites and energy	Gene Ontology	GO:0006091	2	585	0.743477981611	0.887695699108	MT-CYB|SLC25A4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006091
regulation of myeloid leukocyte differentiation	Gene Ontology	GO:0002761	2	585	0.743477981611	0.887695699108	IFNG|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002761
generation of precursor metabolites and energy	Gene Ontology Slim	GO:0006091	2	585	0.743477981611	0.887695699108	MT-CYB|SLC25A4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006091
regulation of myeloid leukocyte differentiation	Gene Ontology Slim	GO:0002761	2	585	0.743477981611	0.887695699108	IFNG|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002761
cell killing	Gene Ontology	GO:0001906	3	857	0.745900576373	0.890288663055	CCL2|IL4|MBL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001906
cell killing	Gene Ontology Slim	GO:0001906	3	857	0.745900576373	0.890288663055	CCL2|IL4|MBL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001906
regulation of collagen biosynthetic process	Gene Ontology	GO:0032965	1	302	0.746408962217	0.890595898597	SERPINF2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032965
regulation of collagen biosynthetic process	Gene Ontology Slim	GO:0032965	1	302	0.746408962217	0.890595898597	SERPINF2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032965
negative regulation of defense response	Gene Ontology	GO:0031348	2	589	0.746854301687	0.890827727575	APOD|IL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031348
negative regulation of defense response	Gene Ontology Slim	GO:0031348	2	589	0.746854301687	0.890827727575	APOD|IL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031348
regulation of cellular component movement	Gene Ontology	GO:0051270	5	1376	0.747653839148	0.891481736632	NKX2-1|CCL5|ADAM17|DAPK3|CCL26	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051270
regulation of cellular component movement	Gene Ontology Slim	GO:0051270	5	1376	0.747653839148	0.891481736632	NKX2-1|CCL5|ADAM17|DAPK3|CCL26	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051270
regulation of gene silencing	Gene Ontology	GO:0060968	1	305	0.749839821296	0.89378790926	POU5F1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060968
regulation of gene silencing	Gene Ontology Slim	GO:0060968	1	305	0.749839821296	0.89378790926	POU5F1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060968
CD4-positive, alpha-beta T cell differentiation	Gene Ontology	GO:0043367	2	594	0.751021206997	0.894895484563	PTGER4|IL4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043367
CD4-positive, alpha-beta T cell differentiation	Gene Ontology Slim	GO:0043367	2	594	0.751021206997	0.894895484563	PTGER4|IL4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043367
