##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Downregulation of SMAD2/3:SMAD4 transcriptional activity	Reactome	R-HSA-2173795	1	23	0.049389520095	0.0617228210081	SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173795
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	R-HSA-450321	1	23	0.049389520095	0.0617228210081	MAPK8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450321
Peroxisomal lipid metabolism	Reactome	R-HSA-390918	1	23	0.049389520095	0.0617228210081	ACAA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390918
Regulation of expression of SLITs and ROBOs	Reactome	R-HSA-9010553	2	169	0.0508544916631	0.0634812333288	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9010553
SUMO E3 ligases SUMOylate target proteins	Reactome	R-HSA-3108232	2	170	0.0513836669516	0.0637193421204	TP53|IKBKE	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108232
ADP signalling through P2Y purinoceptor 1	Reactome	R-HSA-418592	1	24	0.0513940679147	0.0637193421204	MAPK14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418592
activated TAK1 mediates p38 MAPK activation	Reactome	R-HSA-450302	1	24	0.0513940679147	0.0637193421204	MAPK14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450302
Sema4D in semaphorin signaling	Reactome	R-HSA-400685	1	24	0.0513940679147	0.0637193421204	RHOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400685
HSF1-dependent transactivation	Reactome	R-HSA-3371571	1	24	0.0513940679147	0.0637193421204	HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371571
NOTCH3 Intracellular Domain Regulates Transcription	Reactome	R-HSA-9013508	1	24	0.0513940679147	0.0637193421204	STAT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013508
Fatty acid metabolism	Reactome	R-HSA-8978868	2	172	0.0524479714351	0.0648792061996	PTGS2|ACAA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8978868
@@Fatty acid metabolism	KEGG PATHWAY	hsa01212	1	57	0.115243880495	0.124195961674	ACAA1	http://www.genome.jp/kegg-bin/show_pathway?hsa01212/hsa:30%09red
Disorders of transmembrane transporters	Reactome	R-HSA-5619115	2	172	0.0524479714351	0.0648792061996	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619115
alpha-Linolenic acid metabolism	KEGG PATHWAY	hsa00592	1	25	0.0533944242004	0.0655322384364	ACAA1	http://www.genome.jp/kegg-bin/show_pathway?hsa00592/hsa:30%09red
Antigen Presentation: Folding, assembly and peptide loading of class I MHC	Reactome	R-HSA-983170	1	25	0.0533944242004	0.0655322384364	HLA-C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983170
FGFR1 mutant receptor activation	Reactome	R-HSA-1839124	1	25	0.0533944242004	0.0655322384364	STAT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839124
Constitutive Signaling by AKT1 E17K in Cancer	Reactome	R-HSA-5674400	1	25	0.0533944242004	0.0655322384364	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674400
Basigin interactions	Reactome	R-HSA-210991	1	25	0.0533944242004	0.0655322384364	PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210991
Cyclin A/B1/B2 associated events during G2/M transition	Reactome	R-HSA-69273	1	25	0.0533944242004	0.0655322384364	CDK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69273
Formation of tubulin folding intermediates by CCT/TriC	Reactome	R-HSA-389960	1	25	0.0533944242004	0.0655322384364	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389960
SUMOylation	Reactome	R-HSA-2990846	2	176	0.054600101239	0.0669370368657	TP53|IKBKE	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2990846
Hypoxia response via HIF activation	PANTHER	P00030	1	26	0.0553905976427	0.0676790356927	AKT1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00030
Integrin signaling	Reactome	R-HSA-9006921	1	26	0.0553905976427	0.0676790356927	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006921
Integrin alphaIIb beta3 signaling	Reactome	R-HSA-354192	1	26	0.0553905976427	0.0676790356927	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-354192
Alcoholism	KEGG PATHWAY	hsa05034	2	180	0.0567830357647	0.0693031260558	MAPK3|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05034/hsa:5595%09red/hsa:5594%09red
Biosynthesis of unsaturated fatty acids	KEGG PATHWAY	hsa01040	1	27	0.057382596914	0.0697243084454	ACAA1	http://www.genome.jp/kegg-bin/show_pathway?hsa01040/hsa:30%09red
Glutamate binding, activation of AMPA receptors and synaptic plasticity	Reactome	R-HSA-399721	1	27	0.057382596914	0.0697243084454	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399721
Downstream signal transduction	Reactome	R-HSA-186763	1	27	0.057382596914	0.0697243084454	STAT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186763
Trafficking of AMPA receptors	Reactome	R-HSA-399719	1	27	0.057382596914	0.0697243084454	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399719
mRNA Splicing - Major Pathway	Reactome	R-HSA-72163	2	183	0.0584400549335	0.0709305650134	PABPN1|HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72163
Processing of Capped Intronless Pre-mRNA	Reactome	R-HSA-75067	1	28	0.0593704306691	0.0716629867988	PABPN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75067
Activation of AMPK downstream of NMDARs	Reactome	R-HSA-9619483	1	28	0.0593704306691	0.0716629867988	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9619483
Prefoldin mediated transfer of substrate  to CCT/TriC	Reactome	R-HSA-389957	1	28	0.0593704306691	0.0716629867988	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389957
G1/S-Specific Transcription	Reactome	R-HSA-69205	1	28	0.0593704306691	0.0716629867988	E2F1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69205
EPHA-mediated growth cone collapse	Reactome	R-HSA-3928663	1	28	0.0593704306691	0.0716629867988	RHOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928663
Transport to the Golgi and subsequent modification	Reactome	R-HSA-948021	2	185	0.0595540185213	0.0718055052799	ARF1|TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-948021
Metabolism of vitamins and cofactors	Reactome	R-HSA-196854	2	186	0.0601137551865	0.0724007425103	PTGS2|AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196854
Microautophagy	Reactome	R-HSA-9615710	1	29	0.061354107545	0.0734105915603	HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9615710
Myogenesis	Reactome	R-HSA-525793	1	29	0.061354107545	0.0734105915603	MAPK14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-525793
Budding and maturation of HIV virion	Reactome	R-HSA-162588	1	29	0.061354107545	0.0734105915603	PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162588
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	Reactome	R-HSA-9615017	1	29	0.061354107545	0.0734105915603	SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9615017
TNFs bind their physiological receptors	Reactome	R-HSA-5669034	1	29	0.061354107545	0.0734105915603	CD27	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5669034
VEGFR2 mediated vascular permeability	Reactome	R-HSA-5218920	1	29	0.061354107545	0.0734105915603	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218920
mRNA Splicing	Reactome	R-HSA-72172	2	191	0.0629395859792	0.0752255029806	PABPN1|HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72172
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	Reactome	R-HSA-8866652	1	30	0.0633336361607	0.0755317358348	USP7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866652
FCERI mediated Ca+2 mobilization	Reactome	R-HSA-2871809	1	30	0.0633336361607	0.0755317358348	MS4A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2871809
Galactose metabolism	KEGG PATHWAY	hsa00052	1	31	0.0653090251179	0.0774661163736	GLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00052/hsa:2720%09red
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	R-HSA-983695	1	31	0.0653090251179	0.0774661163736	CD79A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983695
Nicotinate metabolism	Reactome	R-HSA-196807	1	31	0.0653090251179	0.0774661163736	PTGS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196807
Signal amplification	Reactome	R-HSA-392518	1	31	0.0653090251179	0.0774661163736	MAPK14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392518
Nuclear signaling by ERBB4	Reactome	R-HSA-1251985	1	31	0.0653090251179	0.0774661163736	ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1251985
Termination of translesion DNA synthesis	Reactome	R-HSA-5656169	1	32	0.0672802830002	0.0793748010423	ISG15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5656169
Generation of second messenger molecules	Reactome	R-HSA-202433	1	32	0.0672802830002	0.0793748010423	CD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202433
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	Reactome	R-HSA-389958	1	32	0.0672802830002	0.0793748010423	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389958
RHO GTPases activate IQGAPs	Reactome	R-HSA-5626467	1	32	0.0672802830002	0.0793748010423	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5626467
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Reactome	R-HSA-445989	1	33	0.0692474183739	0.0812455487103	NFKB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445989
Interactions of Vpr with host cellular proteins	Reactome	R-HSA-176033	1	33	0.0692474183739	0.0812455487103	SLC25A4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176033
Sialic acid metabolism	Reactome	R-HSA-4085001	1	33	0.0692474183739	0.0812455487103	GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4085001
Inactivation, recovery and regulation of the phototransduction cascade	Reactome	R-HSA-2514859	1	33	0.0692474183739	0.0812455487103	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2514859
Activation of the pre-replicative complex	Reactome	R-HSA-68962	1	33	0.0692474183739	0.0812455487103	CDK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68962
Intra-Golgi and retrograde Golgi-to-ER traffic	Reactome	R-HSA-6811442	2	202	0.0693107555147	0.0812455487103	ARF1|TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811442
Metabolism of lipids	Reactome	R-HSA-556833	4	728	0.0696942055046	0.0816077449071	PTGS2|ARF1|ACAA1|GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-556833
p38 MAPK pathway	PANTHER	P05918	1	34	0.0712104397874	0.0830283425606	MAPK14	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05918
The phototransduction cascade	Reactome	R-HSA-2514856	1	34	0.0712104397874	0.0830283425606	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2514856
Keratan sulfate/keratin metabolism	Reactome	R-HSA-1638074	1	34	0.0712104397874	0.0830283425606	GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1638074
Diseases of carbohydrate metabolism	Reactome	R-HSA-5663084	1	34	0.0712104397874	0.0830283425606	GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663084
Insulin/IGF pathway-protein kinase B signaling cascade	PANTHER	P00033	1	35	0.0731693557717	0.0850409479594	AKT1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00033
Transcriptional Regulation by E2F6	Reactome	R-HSA-8953750	1	35	0.0731693557717	0.0850409479594	E2F1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8953750
GPVI-mediated activation cascade	Reactome	R-HSA-114604	1	35	0.0731693557717	0.0850409479594	RHOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114604
Gap junction assembly	Reactome	R-HSA-190861	1	36	0.0751241748402	0.0866695743419	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190861
ROS and RNS production in phagocytes	Reactome	R-HSA-1222556	1	36	0.0751241748402	0.0866695743419	NOS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1222556
Calmodulin induced events	Reactome	R-HSA-111933	1	36	0.0751241748402	0.0866695743419	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111933
Striated Muscle Contraction	Reactome	R-HSA-390522	1	36	0.0751241748402	0.0866695743419	VIM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390522
Interleukin-7 signaling	Reactome	R-HSA-1266695	1	36	0.0751241748402	0.0866695743419	IL7R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266695
PI3K Cascade	Reactome	R-HSA-109704	1	36	0.0751241748402	0.0866695743419	TLR9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109704
CaM pathway	Reactome	R-HSA-111997	1	36	0.0751241748402	0.0866695743419	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111997
Activation of ATR in response to replication stress	Reactome	R-HSA-176187	1	37	0.0770749054888	0.0887332945543	CDK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176187
Apoptotic cleavage of cellular proteins	Reactome	R-HSA-111465	1	37	0.0770749054888	0.0887332945543	VIM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111465
Molecules associated with elastic fibres	Reactome	R-HSA-2129379	1	38	0.0790215561959	0.0905937506179	TGFB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2129379
Association of TriC/CCT with target proteins during biosynthesis	Reactome	R-HSA-390471	1	38	0.0790215561959	0.0905937506179	TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390471
Platelet Aggregation (Plug Formation)	Reactome	R-HSA-76009	1	38	0.0790215561959	0.0905937506179	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76009
Regulation of beta-cell development	Reactome	R-HSA-186712	1	38	0.0790215561959	0.0905937506179	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186712
Carboxyterminal post-translational modifications of tubulin	Reactome	R-HSA-8955332	1	39	0.0809641354226	0.0924340546075	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8955332
RET signaling	Reactome	R-HSA-8853659	1	39	0.0809641354226	0.0924340546075	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8853659
mTOR signalling	Reactome	R-HSA-165159	1	39	0.0809641354226	0.0924340546075	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-165159
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	Reactome	R-HSA-110313	1	39	0.0809641354226	0.0924340546075	ISG15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110313
Ferroptosis	KEGG PATHWAY	hsa04216	1	40	0.0829026516125	0.0942544669785	TP53	http://www.genome.jp/kegg-bin/show_pathway?hsa04216/hsa:7157%09red
Assembly and cell surface presentation of NMDA receptors	Reactome	R-HSA-9609736	1	40	0.0829026516125	0.0942544669785	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9609736
IRS-mediated signalling	Reactome	R-HSA-112399	1	40	0.0829026516125	0.0942544669785	TLR9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112399
Beta defensins	Reactome	R-HSA-1461957	1	40	0.0829026516125	0.0942544669785	CCR6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1461957
Histamine H1 receptor mediated signaling pathway	PANTHER	P04385	1	41	0.0848371131918	0.0961545771026	PRKCA	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04385
EPHB-mediated forward signaling	Reactome	R-HSA-3928662	1	41	0.0848371131918	0.0961545771026	RHOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928662
Binding and Uptake of Ligands by Scavenger Receptors	Reactome	R-HSA-2173782	1	41	0.0848371131918	0.0961545771026	HSP90B1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173782
Deactivation of the beta-catenin transactivating complex	Reactome	R-HSA-3769402	1	42	0.0867675285695	0.0981395369578	AKT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3769402
DAG and IP3 signaling	Reactome	R-HSA-1489509	1	42	0.0867675285695	0.0981395369578	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1489509
Thermogenesis	KEGG PATHWAY	hsa04714	2	231	0.0870420736918	0.0983485698621	MAPK14|RPS6KA3	http://www.genome.jp/kegg-bin/show_pathway?hsa04714/hsa:6197%09red/hsa:1432%09red
Neddylation	Reactome	R-HSA-8951664	2	232	0.087675795869	0.0989625873043	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8951664
Transport of vitamins, nucleosides, and related molecules	Reactome	R-HSA-425397	1	43	0.0886939061371	0.100008766591	SLC25A4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425397
Fatty acid degradation	KEGG PATHWAY	hsa00071	1	44	0.0906162542691	0.101653443888	ACAA1	http://www.genome.jp/kegg-bin/show_pathway?hsa00071/hsa:30%09red
Carbohydrate digestion and absorption	KEGG PATHWAY	hsa04973	1	44	0.0906162542691	0.101653443888	AKT1	http://www.genome.jp/kegg-bin/show_pathway?hsa04973/hsa:207%09red
IGF1R signaling cascade	Reactome	R-HSA-2428924	1	44	0.0906162542691	0.101653443888	TLR9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2428924
Intra-Golgi traffic	Reactome	R-HSA-6811438	1	44	0.0906162542691	0.101653443888	ARF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811438
IRS-related events triggered by IGF1R	Reactome	R-HSA-2428928	1	44	0.0906162542691	0.101653443888	TLR9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2428928
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	R-HSA-2404192	1	45	0.0925345813226	0.103382162212	TLR9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2404192
Elastic fibre formation	Reactome	R-HSA-1566948	1	45	0.0925345813226	0.103382162212	TGFB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1566948
NOTCH1 Intracellular Domain Regulates Transcription	Reactome	R-HSA-2122947	1	45	0.0925345813226	0.103382162212	MYC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122947
Glycosphingolipid metabolism	Reactome	R-HSA-1660662	1	45	0.0925345813226	0.103382162212	GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660662
Processing of Capped Intron-Containing Pre-mRNA	Reactome	R-HSA-72203	2	241	0.0934410656537	0.104288602807	PABPN1|HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72203
Nuclear Envelope Breakdown	Reactome	R-HSA-2980766	1	46	0.0944488956376	0.105306194933	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980766
PI3 kinase pathway	PANTHER	P00048	1	47	0.0963592055369	0.106892398045	AKT1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00048
Hedgehog signaling pathway	KEGG PATHWAY	hsa04340	1	47	0.0963592055369	0.106892398045	BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04340/hsa:596%09red
Sphingolipid metabolism	KEGG PATHWAY	hsa00600	1	47	0.0963592055369	0.106892398045	GLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00600/hsa:2720%09red
@@Sphingolipid metabolism	Reactome	R-HSA-428157	1	86	0.167824682275	0.174512193334	GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428157
Regulation of Complement cascade	Reactome	R-HSA-977606	1	47	0.0963592055369	0.106892398045	CD46	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977606
Gap junction trafficking	Reactome	R-HSA-190828	1	47	0.0963592055369	0.106892398045	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190828
Valine, leucine and isoleucine degradation	KEGG PATHWAY	hsa00280	1	48	0.0982655193262	0.108458216698	ACAA1	http://www.genome.jp/kegg-bin/show_pathway?hsa00280/hsa:30%09red
G alpha (z) signalling events	Reactome	R-HSA-418597	1	48	0.0982655193262	0.108458216698	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418597
DNA Damage Bypass	Reactome	R-HSA-73893	1	48	0.0982655193262	0.108458216698	ISG15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73893
Gap junction trafficking and regulation	Reactome	R-HSA-157858	1	48	0.0982655193262	0.108458216698	TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-157858
Cocaine addiction	KEGG PATHWAY	hsa05030	1	49	0.100167845294	0.110335636625	NFKB1	http://www.genome.jp/kegg-bin/show_pathway?hsa05030/hsa:4790%09red
Ovarian steroidogenesis	KEGG PATHWAY	hsa04913	1	49	0.100167845294	0.110335636625	PTGS2	http://www.genome.jp/kegg-bin/show_pathway?hsa04913/hsa:5743%09red
Arginine and proline metabolism	KEGG PATHWAY	hsa00330	1	50	0.102066191712	0.111976522639	NOS2	http://www.genome.jp/kegg-bin/show_pathway?hsa00330/hsa:4843%09red
Endocrine and other factor-regulated calcium reabsorption	KEGG PATHWAY	hsa04961	1	50	0.102066191712	0.111976522639	PRKCA	http://www.genome.jp/kegg-bin/show_pathway?hsa04961/hsa:5578%09red
